# Rate-Distortion Analysis Results
"# Columns: Rate_DCT, Distortion_DCT, Rate_RFT, Distortion_RFT, Rate_Hybrid, Distortion_Hybrid"
Rate_DCT,Distortion_DCT,Rate_RFT,Distortion_RFT,Rate_Hybrid,Distortion_Hybrid
6.625334366135561,3.185035271401808e-05,12.703679438670495,4.973815797306883e-05,6.858615873704542,(-0.00010697990972995786+6.953495460888926e-07j)
5.682709541123773,0.00015597948339329056,10.412541385987813,0.0002507222912491603,5.834386561824878,(3.8060003524750314e-05+5.400194931596224e-06j)
4.617999573445899,0.0007065283933817983,7.7570720105230215,0.001182559041664411,4.727231943567754,(0.0005928589356979681+8.48207052334945e-06j)
3.3983971142884846,0.0029697929587462393,5.194789376476573,0.005022953834451047,3.4893666237747074,(0.002883084668544502-3.5813857883327125e-05j)
2.1399149912793747,0.01160390415558033,2.9746268151060393,0.02030524667073499,2.20677945407339,(0.011817865708076147+0j)
1.1071356162393466,0.03619534453678542,1.4548734082671317,0.058671765368456114,1.112388188273437,(0.035950804449430634+0j)
0.5348898294621107,0.08210910620291148,0.6533799778343016,0.1328985108079886,0.5474834764436897,(0.08081570459841592+0j)
0.2836110450073886,0.16702123101230407,0.35338699278395824,0.25064884579684105,0.2836110450073886,(0.16702123101230407+0j)
0.1520887916558982,0.33692843785700677,0.1310281066004723,0.5767670466392374,0.1520887916558982,(0.33692843785700666+0j)
0.020393135236084953,0.9014075267988744,0.0,1.1229391271155216,0.020393135236084953,(0.9014075267988744+0j)
